time,type,description,details
14506,ORDER_PICKED_UP,Order 215 picked up by courier 5,"{""order_id"": 215, ""courier_id"": 5}"
14506,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
14506,ORDER_DELIVERED,Order 200 delivered by courier 6,"{""order_id"": 200, ""courier_id"": 6, ""click_to_door"": 1399.0949036769434, ""ready_to_door"": 1099.0949036769434}"
14532,ORDER_DELIVERED,Order 210 delivered by courier 4,"{""order_id"": 210, ""courier_id"": 4, ""click_to_door"": 1130.9618880829348, ""ready_to_door"": 830.9618880829348}"
14540,ORDER_PLACED,Order 228 placed,"{""order_id"": 228, ""restaurant_id"": 2}"
14558,ORDER_PLACED,Order 229 placed,"{""order_id"": 229, ""restaurant_id"": 3}"
14570,ORDER_DELIVERED,Order 215 delivered by courier 5,"{""order_id"": 215, ""courier_id"": 5, ""click_to_door"": 678.4106985072158, ""ready_to_door"": 378.4106985072158}"
14570,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
14580,ASSIGNMENT_MADE,Courier 5 assigned orders [222],"{""courier_id"": 5, ""order_ids"": [222], ""bundle_size"": 1, ""has_relay"": false}"
14590,ORDER_DELIVERED,Order 206 delivered by courier 0,"{""order_id"": 206, ""courier_id"": 0, ""click_to_door"": 1383.2230590855306, ""ready_to_door"": 1083.2230590855306}"
14595,ORDER_PICKED_UP,Order 219 picked up by courier 1,"{""order_id"": 219, ""courier_id"": 1}"
14595,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
14626,ORDER_DELIVERED,Order 213 delivered by courier 3,"{""order_id"": 213, ""courier_id"": 3, ""click_to_door"": 914.8164540196449, ""ready_to_door"": 614.8164540196449}"
14626,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
14640,ASSIGNMENT_MADE,"Courier 3 assigned orders [209, 217]","{""courier_id"": 3, ""order_ids"": [209, 217], ""bundle_size"": 2, ""has_relay"": false}"
14668,ORDER_READY,Order 223 is ready for pickup,"{""order_id"": 223}"
14672,ORDER_READY,Order 224 is ready for pickup,"{""order_id"": 224}"
14680,ORDER_PLACED,Order 230 placed,"{""order_id"": 230, ""restaurant_id"": 1}"
14694,ORDER_READY,Order 225 is ready for pickup,"{""order_id"": 225}"
14705,ORDER_PLACED,Order 231 placed,"{""order_id"": 231, ""restaurant_id"": 3}"
14715,ORDER_READY,Order 226 is ready for pickup,"{""order_id"": 226}"
14737,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
14761,ORDER_PLACED,Order 232 placed,"{""order_id"": 232, ""restaurant_id"": 4}"
14762,ORDER_DELIVERED,Order 212 delivered by courier 4,"{""order_id"": 212, ""courier_id"": 4, ""click_to_door"": 1193.4722684417284, ""ready_to_door"": 893.4722684417284}"
14762,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
14789,ORDER_DELIVERED,Order 203 delivered by courier 0,"{""order_id"": 203, ""courier_id"": 0, ""click_to_door"": 1608.807606732389, ""ready_to_door"": 1308.807606732389}"
14790,ASSIGNMENT_MADE,Courier 4 assigned orders [226],"{""courier_id"": 4, ""order_ids"": [226], ""bundle_size"": 1, ""has_relay"": false}"
14806,ORDER_READY,Order 227 is ready for pickup,"{""order_id"": 227}"
14809,ORDER_DELIVERED,Order 219 delivered by courier 1,"{""order_id"": 219, ""courier_id"": 1, ""click_to_door"": 808.4948785573924, ""ready_to_door"": 508.49487855739244}"
14809,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
14820,ASSIGNMENT_MADE,"Courier 1 assigned orders [224, 227]","{""courier_id"": 1, ""order_ids"": [224, 227], ""bundle_size"": 2, ""has_relay"": false}"
14827,ORDER_PICKED_UP,Order 220 picked up by courier 7,"{""order_id"": 220, ""courier_id"": 7}"
14827,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
14836,ORDER_DELIVERED,Order 204 delivered by courier 6,"{""order_id"": 204, ""courier_id"": 6, ""click_to_door"": 1649.2347518878578, ""ready_to_door"": 1349.2347518878578}"
14840,ORDER_READY,Order 228 is ready for pickup,"{""order_id"": 228}"
14850,ORDER_PLACED,Order 233 placed,"{""order_id"": 233, ""restaurant_id"": 1}"
14858,ORDER_READY,Order 229 is ready for pickup,"{""order_id"": 229}"
14864,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
14876,ORDER_PLACED,Order 234 placed,"{""order_id"": 234, ""restaurant_id"": 0}"
14903,ORDER_DELIVERED,Order 220 delivered by courier 7,"{""order_id"": 220, ""courier_id"": 7, ""click_to_door"": 761.7955165626845, ""ready_to_door"": 461.7955165626845}"
14903,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
14904,ORDER_DELIVERED,Order 198 delivered by courier 6,"{""order_id"": 198, ""courier_id"": 6, ""click_to_door"": 1825.557712208596, ""ready_to_door"": 1525.557712208596}"
14904,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
14909,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
14910,ASSIGNMENT_MADE,Courier 6 assigned orders [229],"{""courier_id"": 6, ""order_ids"": [229], ""bundle_size"": 1, ""has_relay"": false}"
14910,ASSIGNMENT_MADE,Courier 7 assigned orders [225],"{""courier_id"": 7, ""order_ids"": [225], ""bundle_size"": 1, ""has_relay"": false}"
14929,ORDER_PLACED,Order 235 placed,"{""order_id"": 235, ""restaurant_id"": 4}"
14935,ORDER_PLACED,Order 236 placed,"{""order_id"": 236, ""restaurant_id"": 4}"
14937,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
14954,ORDER_PICKED_UP,Order 226 picked up by courier 4,"{""order_id"": 226, ""courier_id"": 4}"
14954,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
14980,ORDER_READY,Order 230 is ready for pickup,"{""order_id"": 230}"
14999,ORDER_PICKED_UP,Order 218 picked up by courier 2,"{""order_id"": 218, ""courier_id"": 2}"
14999,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
15005,ORDER_READY,Order 231 is ready for pickup,"{""order_id"": 231}"
15009,ORDER_DELIVERED,Order 226 delivered by courier 4,"{""order_id"": 226, ""courier_id"": 4, ""click_to_door"": 594.7066155163666, ""ready_to_door"": 294.7066155163666}"
15009,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
15023,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
15027,ORDER_PICKED_UP,Order 224 picked up by courier 1,"{""order_id"": 224, ""courier_id"": 1}"
15027,ORDER_PICKED_UP,Order 227 picked up by courier 1,"{""order_id"": 227, ""courier_id"": 1}"
15027,ROUTE_OPTIMIZED,Courier 1 route optimized: 2 dropoffs reordered,"{""courier_id"": 1, ""original_sequence"": [224, 227], ""optimized_sequence"": []}"
15027,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
15030,ASSIGNMENT_MADE,Courier 4 assigned orders [231],"{""courier_id"": 4, ""order_ids"": [231], ""bundle_size"": 1, ""has_relay"": false}"
15053,ORDER_PLACED,Order 237 placed,"{""order_id"": 237, ""restaurant_id"": 6}"
15059,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
15061,ORDER_READY,Order 232 is ready for pickup,"{""order_id"": 232}"
15085,ORDER_EXPIRED,Order 194 expired (not matched within 1800s),"{""order_id"": 194}"
15090,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
15103,ORDER_DELIVERED,Order 208 delivered by courier 0,"{""order_id"": 208, ""courier_id"": 0, ""click_to_door"": 1807.24679914435, ""ready_to_door"": 1507.24679914435}"
15103,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
15113,ORDER_PICKED_UP,Order 209 picked up by courier 3,"{""order_id"": 209, ""courier_id"": 3}"
15113,ORDER_PICKED_UP,Order 217 picked up by courier 3,"{""order_id"": 217, ""courier_id"": 3}"
15113,ROUTE_OPTIMIZED,Courier 3 route optimized: 2 dropoffs reordered,"{""courier_id"": 3, ""original_sequence"": [209, 217], ""optimized_sequence"": []}"
15113,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
15120,ASSIGNMENT_MADE,Courier 0 assigned orders [232],"{""courier_id"": 0, ""order_ids"": [232], ""bundle_size"": 1, ""has_relay"": false}"
15122,ORDER_DELIVERED,Order 224 delivered by courier 1,"{""order_id"": 224, ""courier_id"": 1, ""click_to_door"": 750.4118291920477, ""ready_to_door"": 450.41182919204766}"
15129,ORDER_PLACED,Order 238 placed,"{""order_id"": 238, ""restaurant_id"": 5}"
15131,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
15149,ORDER_PICKED_UP,Order 222 picked up by courier 5,"{""order_id"": 222, ""courier_id"": 5}"
15149,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
15150,ORDER_READY,Order 233 is ready for pickup,"{""order_id"": 233}"
15176,ORDER_READY,Order 234 is ready for pickup,"{""order_id"": 234}"
15180,ORDER_PICKED_UP,Order 225 picked up by courier 7,"{""order_id"": 225, ""courier_id"": 7}"
15180,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
15200,ORDER_DELIVERED,Order 218 delivered by courier 2,"{""order_id"": 218, ""courier_id"": 2, ""click_to_door"": 1224.2084162174524, ""ready_to_door"": 924.2084162174524}"
15200,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
15203,ORDER_DELIVERED,Order 227 delivered by courier 1,"{""order_id"": 227, ""courier_id"": 1, ""click_to_door"": 697.6979330226059, ""ready_to_door"": 397.69793302260587}"
15203,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
15210,ASSIGNMENT_MADE,"Courier 1 assigned orders [230, 233]","{""courier_id"": 1, ""order_ids"": [230, 233], ""bundle_size"": 2, ""has_relay"": false}"
15210,ASSIGNMENT_MADE,Courier 2 assigned orders [228],"{""courier_id"": 2, ""order_ids"": [228], ""bundle_size"": 1, ""has_relay"": false}"
15221,ORDER_PICKED_UP,Order 229 picked up by courier 6,"{""order_id"": 229, ""courier_id"": 6}"
15221,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
15229,ORDER_READY,Order 235 is ready for pickup,"{""order_id"": 235}"
15235,ORDER_READY,Order 236 is ready for pickup,"{""order_id"": 236}"
15250,ORDER_PLACED,Order 239 placed,"{""order_id"": 239, ""restaurant_id"": 3}"
15259,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
15272,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
15275,ORDER_PLACED,Order 240 placed,"{""order_id"": 240, ""restaurant_id"": 6}"
15349,ORDER_PICKED_UP,Order 228 picked up by courier 2,"{""order_id"": 228, ""courier_id"": 2}"
15349,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
15353,ORDER_READY,Order 237 is ready for pickup,"{""order_id"": 237}"
15357,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
15362,ORDER_PICKED_UP,Order 231 picked up by courier 4,"{""order_id"": 231, ""courier_id"": 4}"
15362,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
15378,ORDER_DELIVERED,Order 222 delivered by courier 5,"{""order_id"": 222, ""courier_id"": 5, ""click_to_door"": 1174.3968729854405, ""ready_to_door"": 874.3968729854405}"
15378,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
15388,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
15389,ORDER_PLACED,Order 241 placed,"{""order_id"": 241, ""restaurant_id"": 0}"
15390,ASSIGNMENT_MADE,Courier 5 assigned orders [234],"{""courier_id"": 5, ""order_ids"": [234], ""bundle_size"": 1, ""has_relay"": false}"
15394,ORDER_DELIVERED,Order 225 delivered by courier 7,"{""order_id"": 225, ""courier_id"": 7, ""click_to_door"": 1000.3159932845792, ""ready_to_door"": 700.3159932845792}"
15394,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
15420,ASSIGNMENT_MADE,Courier 7 assigned orders [237],"{""courier_id"": 7, ""order_ids"": [237], ""bundle_size"": 1, ""has_relay"": false}"
15421,ORDER_PLACED,Order 242 placed,"{""order_id"": 242, ""restaurant_id"": 1}"
15429,ORDER_READY,Order 238 is ready for pickup,"{""order_id"": 238}"
15444,ORDER_PLACED,Order 243 placed,"{""order_id"": 243, ""restaurant_id"": 5}"
15447,ORDER_PICKED_UP,Order 232 picked up by courier 0,"{""order_id"": 232, ""courier_id"": 0}"
15447,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
15457,ORDER_PLACED,Order 244 placed,"{""order_id"": 244, ""restaurant_id"": 7}"
15478,ORDER_DELIVERED,Order 232 delivered by courier 0,"{""order_id"": 232, ""courier_id"": 0, ""click_to_door"": 717.5281318130455, ""ready_to_door"": 417.52813181304555}"
15478,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
15478,ORDER_PICKED_UP,Order 230 picked up by courier 1,"{""order_id"": 230, ""courier_id"": 1}"
15478,ORDER_PICKED_UP,Order 233 picked up by courier 1,"{""order_id"": 233, ""courier_id"": 1}"
15478,ROUTE_OPTIMIZED,Courier 1 route optimized: 2 dropoffs reordered,"{""courier_id"": 1, ""original_sequence"": [230, 233], ""optimized_sequence"": []}"
15478,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
15480,ASSIGNMENT_MADE,Courier 0 assigned orders [238],"{""courier_id"": 0, ""order_ids"": [238], ""bundle_size"": 1, ""has_relay"": false}"
15510,ORDER_DELIVERED,Order 229 delivered by courier 6,"{""order_id"": 229, ""courier_id"": 6, ""click_to_door"": 952.760480230234, ""ready_to_door"": 652.760480230234}"
15510,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
15510,ASSIGNMENT_MADE,"Courier 6 assigned orders [235, 236]","{""courier_id"": 6, ""order_ids"": [235, 236], ""bundle_size"": 2, ""has_relay"": false}"
15517,ORDER_PLACED,Order 245 placed,"{""order_id"": 245, ""restaurant_id"": 6}"
15536,ORDER_PLACED,Order 246 placed,"{""order_id"": 246, ""restaurant_id"": 1}"
15540,ORDER_DELIVERED,Order 231 delivered by courier 4,"{""order_id"": 231, ""courier_id"": 4, ""click_to_door"": 835.417961608493, ""ready_to_door"": 535.417961608493}"
15540,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
15540,ASSIGNMENT_MADE,"Courier 4 assigned orders [216, 221, 223]","{""courier_id"": 4, ""order_ids"": [216, 221, 223], ""bundle_size"": 3, ""has_relay"": false}"
15550,ORDER_READY,Order 239 is ready for pickup,"{""order_id"": 239}"
15552,ORDER_DELIVERED,Order 209 delivered by courier 3,"{""order_id"": 209, ""courier_id"": 3, ""click_to_door"": 2184.715577756446, ""ready_to_door"": 1884.7155777564458}"
15575,ORDER_READY,Order 240 is ready for pickup,"{""order_id"": 240}"
15576,ORDER_PLACED,Order 247 placed,"{""order_id"": 247, ""restaurant_id"": 5}"
15576,ORDER_PLACED,Order 248 placed,"{""order_id"": 248, ""restaurant_id"": 2}"
15578,ORDER_PLACED,Order 249 placed,"{""order_id"": 249, ""restaurant_id"": 3}"
15619,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
15630,ORDER_PLACED,Order 250 placed,"{""order_id"": 250, ""restaurant_id"": 6}"
15635,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
15641,ORDER_PLACED,Order 251 placed,"{""order_id"": 251, ""restaurant_id"": 1}"
15650,ORDER_PLACED,Order 252 placed,"{""order_id"": 252, ""restaurant_id"": 6}"
15664,ORDER_DELIVERED,Order 233 delivered by courier 1,"{""order_id"": 233, ""courier_id"": 1, ""click_to_door"": 814.5632151766822, ""ready_to_door"": 514.5632151766822}"
15675,ORDER_PLACED,Order 253 placed,"{""order_id"": 253, ""restaurant_id"": 3}"
15680,ORDER_PLACED,Order 254 placed,"{""order_id"": 254, ""restaurant_id"": 7}"
15689,ORDER_READY,Order 241 is ready for pickup,"{""order_id"": 241}"
15700,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
15702,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
15709,ORDER_PICKED_UP,Order 234 picked up by courier 5,"{""order_id"": 234, ""courier_id"": 5}"
15709,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
15721,ORDER_READY,Order 242 is ready for pickup,"{""order_id"": 242}"
15725,ORDER_PICKED_UP,Order 235 picked up by courier 6,"{""order_id"": 235, ""courier_id"": 6}"
15725,ORDER_PICKED_UP,Order 236 picked up by courier 6,"{""order_id"": 236, ""courier_id"": 6}"
15725,ROUTE_OPTIMIZED,Courier 6 route optimized: 2 dropoffs reordered,"{""courier_id"": 6, ""original_sequence"": [235, 236], ""optimized_sequence"": []}"
15725,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
15726,ORDER_PLACED,Order 255 placed,"{""order_id"": 255, ""restaurant_id"": 4}"
15739,ORDER_DELIVERED,Order 217 delivered by courier 3,"{""order_id"": 217, ""courier_id"": 3, ""click_to_door"": 1783.9007121333543, ""ready_to_door"": 1483.9007121333543}"
15739,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
15744,ORDER_READY,Order 243 is ready for pickup,"{""order_id"": 243}"
15750,ASSIGNMENT_MADE,Courier 3 assigned orders [242],"{""courier_id"": 3, ""order_ids"": [242], ""bundle_size"": 1, ""has_relay"": false}"
15757,ORDER_READY,Order 244 is ready for pickup,"{""order_id"": 244}"
15774,ORDER_PLACED,Order 256 placed,"{""order_id"": 256, ""restaurant_id"": 7}"
15780,ORDER_DELIVERED,Order 228 delivered by courier 2,"{""order_id"": 228, ""courier_id"": 2, ""click_to_door"": 1240.6545023424133, ""ready_to_door"": 940.6545023424133}"
15780,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
15780,ASSIGNMENT_MADE,Courier 2 assigned orders [244],"{""courier_id"": 2, ""order_ids"": [244], ""bundle_size"": 1, ""has_relay"": false}"
15790,ORDER_PICKED_UP,Order 238 picked up by courier 0,"{""order_id"": 238, ""courier_id"": 0}"
15790,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
15792,ORDER_PICKED_UP,Order 237 picked up by courier 7,"{""order_id"": 237, ""courier_id"": 7}"
15792,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
15798,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
15808,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
15817,ORDER_READY,Order 245 is ready for pickup,"{""order_id"": 245}"
15836,ORDER_READY,Order 246 is ready for pickup,"{""order_id"": 246}"
15848,ORDER_PLACED,Order 257 placed,"{""order_id"": 257, ""restaurant_id"": 6}"
15858,ORDER_PLACED,Order 258 placed,"{""order_id"": 258, ""restaurant_id"": 0}"
15876,ORDER_READY,Order 247 is ready for pickup,"{""order_id"": 247}"
